"Section II Outpatient Observation Services","5",1.92496046181185e-05
"Section II Outpatient Observation Services","access",1.69713366912805e-05
"Section II Outpatient Observation Services","account",1.40233378390726e-05
"Section II Outpatient Observation Services","act",3.78787151187186e-05
"Section II Outpatient Observation Services","action",1.41025094189386e-05
"Section II Outpatient Observation Services","addit",3.11400798530715e-05
"Section II Outpatient Observation Services","adjust",3.81476059639287e-05
"Section II Outpatient Observation Services","admit",0.0130291478767036
"Section II Outpatient Observation Services","ambulatori",0.0130292814543052
"Section II Outpatient Observation Services","amount",4.21385603694034e-05
"Section II Outpatient Observation Services","annual",2.17923766706983e-05
"Section II Outpatient Observation Services","appli",2.61732269091745e-05
"Section II Outpatient Observation Services","applic",6.79242147807404e-05
"Section II Outpatient Observation Services","applic drug",1.45046170092981e-05
"Section II Outpatient Observation Services","assess",0.0130355720787722
"Section II Outpatient Observation Services","audit",2.2321509846465e-05
"Section II Outpatient Observation Services","author",1.3702732375967e-05
"Section II Outpatient Observation Services","averag",1.56798581989328e-05
"Section II Outpatient Observation Services","b9a",0.0130291478767036
"Section II Outpatient Observation Services","base",7.3219201112847e-05
"Section II Outpatient Observation Services","basi",1.34728058550083e-05
"Section II Outpatient Observation Services","begin",1.40519945540817e-05
"Section II Outpatient Observation Services","benchmark",1.45285358383774e-05
"Section II Outpatient Observation Services","beneficiari",3.75118823447265e-05
"Section II Outpatient Observation Services","benefit",0.000111106230760453
"Section II Outpatient Observation Services","bid",7.44250966990207e-05
"Section II Outpatient Observation Services","c.f.r",1.35490582372835e-05
"Section II Outpatient Observation Services","calcul",2.8129100989096e-05
"Section II Outpatient Observation Services","call",1.53683281173032e-05
"Section II Outpatient Observation Services","call letter",1.37266960290505e-05
"Section II Outpatient Observation Services","categori",0.0260672723785018
"Section II Outpatient Observation Services","center",0.0130319399439539
"Section II Outpatient Observation Services","chang",2.76104549593699e-05
"Section II Outpatient Observation Services","claim",2.06120565995787e-05
"Section II Outpatient Observation Services","clinic",0.0130407119790788
"Section II Outpatient Observation Services","comment",1.43616231064659e-05
"Section II Outpatient Observation Services","complet",1.99225046756813e-05
"Section II Outpatient Observation Services","complianc",1.8263994942583e-05
"Section II Outpatient Observation Services","condit",2.16178274829662e-05
"Section II Outpatient Observation Services","consist",1.44563434824656e-05
"Section II Outpatient Observation Services","continu",3.8239938148025e-05
"Section II Outpatient Observation Services","contract",6.87553228976837e-05
"Section II Outpatient Observation Services","correct",1.46097303873097e-05
"Section II Outpatient Observation Services","cost",0.0393210972256322
"Section II Outpatient Observation Services","cost share",0.0391563301649805
"Section II Outpatient Observation Services","counti",2.77925145399984e-05
"Section II Outpatient Observation Services","cover",2.89577349092998e-05
"Section II Outpatient Observation Services","coverag",4.60187569972073e-05
"Section II Outpatient Observation Services","coverag gap",1.44934497634388e-05
"Section II Outpatient Observation Services","criteria",1.37798088717662e-05
"Section II Outpatient Observation Services","current",2.81208462931208e-05
"Section II Outpatient Observation Services","dai",2.19766395371458e-05
"Section II Outpatient Observation Services","data",0.0130792433842821
"Section II Outpatient Observation Services","decis",0.0130345206793548
"Section II Outpatient Observation Services","defin",0.0260751244726598
"Section II Outpatient Observation Services","determin",5.19433852932631e-05
"Section II Outpatient Observation Services","differ",1.87807806336759e-05
"Section II Outpatient Observation Services","discharg",0.0130306873941785
"Section II Outpatient Observation Services","diseas",1.32972978546788e-05
"Section II Outpatient Observation Services","distinguish",0.013029752366656
"Section II Outpatient Observation Services","drug",9.51727399789104e-05
"Section II Outpatient Observation Services","effort",0.0130370018944515
"Section II Outpatient Observation Services","egwp",1.41257291654482e-05
"Section II Outpatient Observation Services","elig",1.96447796634328e-05
"Section II Outpatient Observation Services","enhanc",1.75150363415536e-05
"Section II Outpatient Observation Services","enrol",5.30669252172521e-05
"Section II Outpatient Observation Services","enrolle",7.40347921854629e-05
"Section II Outpatient Observation Services","ensur",1.32329634895925e-05
"Section II Outpatient Observation Services","entri",0.0130300393476498
"Section II Outpatient Observation Services","esrd",2.98584220052501e-05
"Section II Outpatient Observation Services","establish",1.80098383296701e-05
"Section II Outpatient Observation Services","estim",2.17346275710735e-05
"Section II Outpatient Observation Services","evalu",1.81423797043569e-05
"Section II Outpatient Observation Services","expect",1.47863515281963e-05
"Section II Outpatient Observation Services","factor",1.83348599702432e-05
"Section II Outpatient Observation Services","fee",1.81258995690776e-05
"Section II Outpatient Observation Services","ff",2.77873377477607e-05
"Section II Outpatient Observation Services","file",1.57826605169295e-05
"Section II Outpatient Observation Services","final",3.01290993367367e-05
"Section II Outpatient Observation Services","formulari",2.91094021193367e-05
"Section II Outpatient Observation Services","highli",0.0130291478767036
"Section II Outpatient Observation Services","hospit",0.0390921579330745
"Section II Outpatient Observation Services","i.",0.0130383517982914
"Section II Outpatient Observation Services","identifi",2.39287624500389e-05
"Section II Outpatient Observation Services","ii",0.0130525709596174
"Section II Outpatient Observation Services","implement",2.34618251531002e-05
"Section II Outpatient Observation Services","includ",0.0391733590435792
"Section II Outpatient Observation Services","increas",3.06604170769146e-05
"Section II Outpatient Observation Services","individu",1.6392515965982e-05
"Section II Outpatient Observation Services","inform",3.72838830994361e-05
"Section II Outpatient Observation Services","initi",1.54068573728113e-05
"Section II Outpatient Observation Services","inpati",0.013032566778732
"Section II Outpatient Observation Services","letter",1.47077136788076e-05
"Section II Outpatient Observation Services","level",2.61169363297243e-05
"Section II Outpatient Observation Services","li",1.37191155563051e-05
"Section II Outpatient Observation Services","limit",1.97402144734849e-05
"Section II Outpatient Observation Services","loss",1.47478996239909e-05
"Section II Outpatient Observation Services","low",1.50129049438887e-05
"Section II Outpatient Observation Services","manag",1.73370837376543e-05
"Section II Outpatient Observation Services","mao",2.7895722337458e-05
"Section II Outpatient Observation Services","margin",1.32583804342835e-05
"Section II Outpatient Observation Services","measur",4.04658381916242e-05
"Section II Outpatient Observation Services","medic",2.82192778918984e-05
"Section II Outpatient Observation Services","medicaid",2.25316328050803e-05
"Section II Outpatient Observation Services","meet",2.18760871469554e-05
"Section II Outpatient Observation Services","model",4.46181311918455e-05
"Section II Outpatient Observation Services","modifi",0.0130345768207899
"Section II Outpatient Observation Services","month",1.51183003706032e-05
"Section II Outpatient Observation Services","nation",1.30522147390741e-05
"Section II Outpatient Observation Services","network",2.46111980208929e-05
"Section II Outpatient Observation Services","normal",1.42472252659654e-05
"Section II Outpatient Observation Services","normal factor",1.33123331243211e-05
"Section II Outpatient Observation Services","notic",1.40469363702264e-05
"Section II Outpatient Observation Services","observ",0.0651471931516152
"Section II Outpatient Observation Services","offer",4.19843705093979e-05
"Section II Outpatient Observation Services","ongo",0.0130292835764615
"Section II Outpatient Observation Services","opioid",2.87159527326228e-05
"Section II Outpatient Observation Services","option",1.39756326036566e-05
"Section II Outpatient Observation Services","organ",5.66736471122819e-05
"Section II Outpatient Observation Services","origin",0.0130407035475086
"Section II Outpatient Observation Services","otc",1.63320551868256e-05
"Section II Outpatient Observation Services","outpati",0.0781774692714844
"Section II Outpatient Observation Services","palli",0.0130291478767036
"Section II Outpatient Observation Services","patient",0.0130414825703525
"Section II Outpatient Observation Services","payment",6.71971136327008e-05
"Section II Outpatient Observation Services","pbp",0.0130431950997298
"Section II Outpatient Observation Services","percent",3.08218466713998e-05
"Section II Outpatient Observation Services","percentag",2.55873430398484e-05
"Section II Outpatient Observation Services","perform",1.84351641968558e-05
"Section II Outpatient Observation Services","period",1.42603849443453e-05
"Section II Outpatient Observation Services","polici",2.30506987349482e-05
"Section II Outpatient Observation Services","premium",2.17494807258948e-05
"Section II Outpatient Observation Services","prescript",3.77259604613678e-05
"Section II Outpatient Observation Services","prescript drug",1.76570200310822e-05
"Section II Outpatient Observation Services","price",1.32558708445109e-05
"Section II Outpatient Observation Services","prior",2.59292548504007e-05
"Section II Outpatient Observation Services","process",1.78873072555856e-05
"Section II Outpatient Observation Services","program",5.19244619839481e-05
"Section II Outpatient Observation Services","project",1.62948757537705e-05
"Section II Outpatient Observation Services","propos",3.17698817115567e-05
"Section II Outpatient Observation Services","provid",0.0131107311929928
"Section II Outpatient Observation Services","qualifi",1.35815698195114e-05
"Section II Outpatient Observation Services","rate",5.14935140840746e-05
"Section II Outpatient Observation Services","reassess",0.0130298617802035
"Section II Outpatient Observation Services","receiv",4.94504459069407e-05
"Section II Outpatient Observation Services","reduct",1.57309758184859e-05
"Section II Outpatient Observation Services","relat",1.32162060775463e-05
"Section II Outpatient Observation Services","renew",1.32219210467698e-05
"Section II Outpatient Observation Services","report",2.01035771049622e-05
"Section II Outpatient Observation Services","request",2.18471902584229e-05
"Section II Outpatient Observation Services","requir",8.16688661945589e-05
"Section II Outpatient Observation Services","result",2.45574650531905e-05
"Section II Outpatient Observation Services","review",2.51762971077511e-05
"Section II Outpatient Observation Services","risk",4.56480074209336e-05
"Section II Outpatient Observation Services","risk score",2.04748905024007e-05
"Section II Outpatient Observation Services","section",0.0131417230775463
"Section II Outpatient Observation Services","section 1853",1.64449855253876e-05
"Section II Outpatient Observation Services","section ii",0.0130496945098297
"Section II Outpatient Observation Services","segment",1.45926400978758e-05
"Section II Outpatient Observation Services","separ",0.0130357435088646
"Section II Outpatient Observation Services","servic",0.078244075855099
