"doc1","doc2","distance"
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section M.  Medical Loss Ratio Credibility Adjustment",0.0697240898952155
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section II Maximum Out of Pocket (MOOP) Limits",0.0696614908659093
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0696597765719191
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section III Specialty Tiers",0.06960733665189
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.0695277095486253
"Section III Specialty Tiers","Section II Cost Plan Transition to MA under MACRA",0.0694503989520176
"Section E.  Clinical Trials","Section L.  Normalization Factors",0.0692742870393265
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section C.  Part D Risk Sharing",0.0689689215739653
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section D.  ESRD Rates",0.068927242572109
"Section I Enforcement Actions for Provider Directories","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0689257082255236
"Section B.  FFS Growth Percentage","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.0689161203906497
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section N.  Encounter Data as a Diagnosis Source for 2019",0.0688367978519101
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0688114176333404
"Section II Tiered Cost Sharing of Medical Benefits","Section G.  MA Employer Group Waiver Plans",0.0687659166880569
"Section III CY 2019 Formulary Submission Window","Section G.  MA Employer Group Waiver Plans",0.0687528331524305
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section II Part C Cost Sharing Standards",0.0687258502192898
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section I.  ESRD Risk Adjustment Model for CY 2019",0.068624407043885
"Section A.  MA Growth Percentage","Section IV   Medicare Medicaid Plans",0.0685548918804705
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section II Health Related Supplemental Benefits",0.0684344739897637
"Section III Benefit Review","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0684249604186294
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section G.  MA Employer Group Waiver Plans",0.0683928154842873
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Benefit Review",0.0683763458757828
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section B.  FFS Growth Percentage",0.0683124405431059
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section II Cost Plan Transition to MA under MACRA",0.0682788741998919
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0682494990430586
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section O.  Quality Payment Program",0.068219279809988
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section I Validation Audits",0.0681850430878803
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Maximum Out of Pocket (MOOP) Limits",0.0680479226122205
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0680289797225958
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section E.  Clinical Trials",0.0679851005072659
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.0679164358583479
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Maximum Out of Pocket (MOOP) Limits",0.0678260689851431
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0678174029221574
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section IV   Medicare Medicaid Plans",0.0677859426530895
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.0677765417788019
"Section I Innovations in Health Plan Design","Section II Maximum Out of Pocket (MOOP) Limits",0.0677254633237715
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Total Beneficiary Cost (TBC)",0.0677159968525605
"Section III CY 2019 Formulary Submission Window","Section B.  Calculation of Fee for Service Cost",0.0675048745863757
"Section E.  Clinical Trials","Section I Validation Audits",0.0674421318309375
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0673991964655142
"Section B.  FFS Growth Percentage","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0673525574080539
"Section II Employer Group Waiver Plans","Section I Innovations in Health Plan Design",0.0673342579495843
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.0672849707573528
"Section I Enforcement Actions for Provider Directories","Section C.  IME Phase Out",0.0672642358379077
"Section II Transparency   Timeliness with Prior Authorization Processes","Section B.  Calculation of Fee for Service Cost",0.0671944899400913
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0671893184546808
"Section III Specialty Tiers","Section I Plan Corrections",0.06711279484784
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0670678282146612
"Section I Plan Corrections","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0670277135347776
"Section II Maximum Out of Pocket (MOOP) Limits","Section L.  Normalization Factors",0.0669921436685895
"Section M.  Medical Loss Ratio Credibility Adjustment","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0669540654814224
"Section B.  FFS Growth Percentage","Section II Plans with Low Enrollment",0.0669447203356231
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section C.  IME Phase Out",0.0668134015510461
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0667203536321262
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section III CY 2019 Formulary Submission Window",0.0666557812133879
"Section III Benefit Review","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.0666304821559047
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section III CY 2019 Formulary Submission Window",0.066553154853502
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section I Innovations in Health Plan Design",0.0665083387487046
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate","Section I Validation Audits",0.0664718603162719
"Section II Maximum Out of Pocket (MOOP) Limits","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0664500397850068
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section III Improving Access to Part D Vaccines",0.0664001255760362
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section I Incomplete and Inaccurate Bid Submissions",0.0663822609598142
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0663753864018586
"Section C.  IME Phase Out","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.0663428121139077
"Section M.  Medical Loss Ratio Credibility Adjustment","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0663287092856608
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section I Plan Corrections",0.0662809965686041
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0662107198771951
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.066164344178413
"Section II Health Related Supplemental Benefits","Section I Validation Audits",0.0661365184801329
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0661303225344891
"Section O.  Quality Payment Program","Section III CY 2019 Formulary Submission Window",0.0660663821301959
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section K.  Medicare Advantage Coding Pattern Adjustment",0.066019603397145
"Section II Part C Optional Supplemental Benefits","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.0660021244347488
"Section II Overview of CY 2019 Benefits and Bid Review","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0659923964978127
"Section D.  Retiree Drug Subsidy Amounts","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0659858805321876
"Section C.  IME Phase Out","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0659530426316799
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0659404167826806
"Section I Innovations in Health Plan Design","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.06591744870555
